,0,1,2
sample_1,10000.0,0.401606865909352,0.17583545919268198
sample_2,4922.790819122019,6.008918884854008,0.23458267488836412
sample_3,10000.0,0.3757695093667542,0.17427106477038068
sample_4,4559.249179630565,7.662054651034551,0.24195706909673662
sample_5,4788.384986876109,6.406570147522508,0.23592636865039665
sample_6,5063.746469154631,5.206782795706582,0.22934229864813946
sample_7,5163.925291072447,4.825160609950984,0.2270139089410938
sample_8,5568.355229931879,3.6401176846039762,0.2190611746952871
sample_9,10000.0,0.35698661423589934,0.17314682081521904
sample_10,10000.0,0.3544603193943053,0.17297555805839016
sample_11,10000.0,0.3534698466866556,0.1729276494369129
sample_12,10000.0,0.35198352658502596,0.17283248223577619
sample_13,5154.807255997525,4.758498983430347,0.2263248358124908
sample_14,10000.0,0.350334074176939,0.17275176385409535
sample_15,10000.0,0.34881880787936387,0.17265393270495352
sample_16,10000.0,0.34749270474152016,0.1725676936829738
sample_17,9679.269633914817,0.3977561920475113,0.1745744151229095
sample_18,10000.0,0.34557124140123274,0.17245073924999516
sample_19,4930.985261198541,5.522175053656265,0.2306063275677501
sample_20,8801.714423436848,0.5852043544101129,0.18058982036656193
sample_21,4924.523568497738,5.5272301166558515,0.23056817735974033
sample_22,10000.0,0.3423025906579175,0.17224683047232767
sample_23,10000.0,0.3409689063265478,0.17215205310236487
sample_24,4568.2336275551725,7.187141856199012,0.23882071741809155
sample_25,4730.619417726294,6.336384017009088,0.2346750186872923
sample_26,10000.0,0.3389109648359578,0.17202932635563886
sample_27,10000.0,0.3381548782777751,0.17198128606578855
sample_28,5594.333208869106,3.4169429916716436,0.2168143647117912
sample_29,10000.0,0.3363744163504962,0.1718595122701933
sample_30,5238.711493736121,4.346069198512593,0.2232851098449436
sample_31,4478.4813525878135,7.631943396871174,0.2406748452083191
sample_32,4583.232819422615,7.028364005520881,0.23790700118829383
sample_33,4509.9617670024345,7.43049099728234,0.23973990661369382
sample_34,4515.7221313736645,7.389909800464466,0.23954578230648582
sample_35,4653.692355082896,6.634691971806565,0.2359715012681833
sample_36,10000.0,0.33275215817640147,0.17164010270450225
sample_37,4466.644002082805,7.656895677088791,0.24070873458118075
sample_38,4256.950376783442,9.050090191901214,0.24657156649384054
sample_39,9942.40873484499,0.34101544250759386,0.1720310228310752
sample_40,4326.04030906975,8.54285728005473,0.2444755568524645
sample_41,4174.377079583656,9.660526228774529,0.2489253678272846
sample_42,4197.27037024367,9.472165153169986,0.24818595559117146
sample_43,9966.24811903576,0.3362876633126506,0.17181397321691097
sample_44,4305.689637705199,8.653876158515194,0.24487782643486536
sample_45,4121.5173820355585,10.059587310564252,0.2503829335592601
sample_46,4411.402783787579,7.934010029529209,0.24179591586633883
sample_47,4581.540484931695,6.934359818862871,0.2372437792991628
sample_48,4160.89733445858,9.709676264822301,0.2490033611038557
sample_49,4495.887807038282,7.400994838381943,0.2393773152036737
sample_50,10000.0,0.32618706516574464,0.1712166193526818
sample_51,10000.0,0.3257037417818575,0.17118343999919636
sample_52,4829.091476293775,5.71624052569154,0.23101932264368288
sample_53,6004.214427486698,2.541629605866443,0.20909604814695673
sample_54,4743.0894290503,6.089676416272477,0.2329661867130225
sample_55,10000.0,0.3243345814079666,0.17109755773969207
sample_56,4487.36506795128,7.407251804457702,0.23929145276678856
sample_57,10000.0,0.3234572636492331,0.1710369445144194
sample_58,4592.0630327569515,6.814288954526832,0.23650003327854902
sample_59,10000.0,0.3226155220442796,0.17097858487491563
sample_60,4653.496305481212,6.48881680433839,0.23489217216160094
sample_61,4442.1047832859,7.646692226682448,0.2402905319322241
sample_62,4224.349368014242,9.112739466306762,0.2464376776798426
sample_63,4268.353209002358,8.78168811098104,0.24508076925439262
sample_64,4082.4205528641533,10.243086941391152,0.2507541203083047
sample_65,4634.918001232681,6.55764745942848,0.23516931566168994
sample_66,4370.633356185537,8.067270870251482,0.24206430909022722
sample_67,4316.318307325165,8.42233771389954,0.24355090257977588
sample_68,10000.0,0.31905803929766724,0.17073668346762988
sample_69,4477.000015678201,7.3936822474644375,0.23903951564273274
sample_70,4369.861721805314,8.049098750528907,0.24192603450410324
sample_71,4318.320837806981,8.383964909322536,0.243323240305526
sample_72,10000.0,0.3177681626188462,0.17064872883868545
sample_73,4697.275979040121,6.212339470634397,0.2333211338026541
sample_74,4489.177987195161,7.299651731044409,0.23855021244573468
sample_75,10000.0,0.31702811237740885,0.17060134773905292
sample_76,4093.963445148938,10.067397714907367,0.2499379593391641
sample_77,4231.11739474492,8.97378514968591,0.24568289241046726
sample_78,4421.723161599624,7.684250755235088,0.24024649833454792
sample_79,10000.0,0.31575040303092494,0.17051379940572267
sample_80,10000.0,0.31536061552229433,0.17048553838243583
sample_81,4043.9256465386493,10.469497806893004,0.25134532354582984
sample_82,4672.301864290166,6.29757884379512,0.23365966715455708
sample_83,10000.0,0.3144462595875229,0.17042111479976732
sample_84,4406.805709942919,7.745838985198187,0.24042878954111718
sample_85,4455.319749692,7.446959704607017,0.23908344611014537
sample_86,4625.805361405651,6.510456981350757,0.23466447815722993
sample_87,4241.972319757923,8.840936632695216,0.24501839761362018
sample_88,4330.228341802856,8.221573222317456,0.2424456350292918
